age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
35,student,single,university.degree,unknown,yes,no,telephone,may,mon,248,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,student,single,basic.9y,no,yes,no,telephone,may,mon,256,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
55,housemaid,divorced,university.degree,no,no,no,telephone,may,mon,286,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
59,admin.,married,university.degree,no,no,no,telephone,may,mon,477,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,retired,married,unknown,unknown,no,no,telephone,may,mon,611,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,blue-collar,married,professional.course,unknown,yes,no,telephone,may,mon,471,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,housemaid,married,basic.4y,unknown,yes,no,telephone,may,mon,381,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,blue-collar,single,unknown,no,yes,no,telephone,may,mon,251,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,blue-collar,single,unknown,no,yes,yes,telephone,may,mon,408,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
50,housemaid,married,basic.4y,unknown,no,no,telephone,may,mon,287,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,services,married,high.school,no,no,no,telephone,may,mon,322,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,admin.,married,high.school,no,yes,no,telephone,may,mon,216,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,technician,married,unknown,unknown,no,no,telephone,may,mon,366,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,services,single,basic.6y,unknown,yes,no,telephone,may,mon,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,technician,married,basic.4y,unknown,yes,no,telephone,may,mon,288,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,technician,married,basic.9y,no,no,no,telephone,may,mon,168,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
58,retired,married,university.degree,no,no,no,telephone,may,mon,132,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,technician,married,university.degree,no,no,no,telephone,may,mon,64,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,admin.,single,university.degree,no,no,no,telephone,may,mon,209,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,retired,married,basic.4y,unknown,no,no,telephone,may,mon,410,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,blue-collar,married,basic.4y,no,yes,yes,telephone,may,mon,177,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,admin.,married,professional.course,no,yes,no,telephone,may,mon,580,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
50,services,divorced,professional.course,no,yes,no,telephone,may,mon,165,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,management,divorced,basic.4y,unknown,yes,no,telephone,may,mon,127,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,admin.,married,high.school,unknown,no,no,telephone,may,mon,357,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,self-employed,married,university.degree,unknown,no,no,telephone,may,mon,175,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,admin.,married,professional.course,no,yes,no,telephone,may,mon,300,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
48,admin.,married,high.school,no,no,no,telephone,may,mon,125,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,services,married,high.school,unknown,no,yes,telephone,may,mon,189,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,management,married,university.degree,unknown,no,yes,telephone,may,mon,213,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,retired,married,high.school,no,no,no,telephone,may,mon,238,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,technician,single,professional.course,no,no,no,telephone,may,mon,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,management,married,university.degree,no,yes,no,telephone,may,mon,18,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,services,single,basic.9y,no,no,no,telephone,may,mon,730,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,technician,married,university.degree,unknown,no,no,telephone,may,mon,40,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,services,divorced,unknown,no,no,no,telephone,may,mon,181,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,technician,single,professional.course,no,no,no,telephone,may,mon,79,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,technician,single,high.school,no,yes,no,telephone,may,mon,142,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,blue-collar,single,high.school,no,no,yes,telephone,may,mon,389,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,services,single,high.school,no,no,no,telephone,may,mon,702,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,technician,divorced,professional.course,no,no,no,telephone,may,mon,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,211,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,services,married,basic.6y,no,yes,no,telephone,may,mon,117,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,technician,married,professional.course,no,yes,no,telephone,may,mon,232,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
28,services,married,unknown,no,no,no,telephone,may,mon,408,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
53,services,married,high.school,no,yes,yes,telephone,may,mon,370,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
58,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,179,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,management,married,basic.9y,no,no,yes,telephone,may,mon,46,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,technician,married,unknown,no,yes,no,telephone,may,mon,200,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,admin.,married,high.school,no,no,yes,telephone,may,mon,50,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,admin.,married,high.school,no,no,yes,telephone,may,mon,181,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,blue-collar,single,basic.6y,no,unknown,unknown,telephone,may,mon,119,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,technician,married,high.school,no,no,no,telephone,may,mon,361,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,admin.,divorced,basic.9y,no,no,no,telephone,may,mon,73,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,admin.,married,university.degree,no,no,no,telephone,may,mon,67,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,blue-collar,single,basic.6y,no,no,no,telephone,may,mon,350,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,self-employed,single,university.degree,no,yes,no,telephone,may,mon,150,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,student,single,university.degree,unknown,no,no,telephone,may,mon,332,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,management,divorced,university.degree,no,no,no,telephone,may,mon,611,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,self-employed,married,basic.4y,unknown,no,no,telephone,may,mon,58,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,unemployed,married,high.school,unknown,yes,no,telephone,may,mon,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
47,management,divorced,university.degree,no,no,no,telephone,may,mon,89,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,housemaid,married,basic.9y,unknown,no,no,telephone,may,mon,152,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,admin.,single,high.school,no,no,no,telephone,may,mon,611,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,housemaid,single,high.school,unknown,yes,yes,telephone,may,mon,110,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
50,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,463,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,services,married,high.school,no,no,no,telephone,may,mon,962,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
55,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,102,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
47,technician,single,basic.9y,no,no,no,telephone,may,mon,10,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,retired,married,professional.course,no,no,no,telephone,may,mon,118,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
47,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,92,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,technician,married,basic.4y,no,yes,no,telephone,may,mon,143,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
53,admin.,married,basic.9y,no,no,no,telephone,may,mon,189,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,75,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,mon,189,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,blue-collar,divorced,basic.6y,no,no,no,telephone,may,mon,55,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,housemaid,married,basic.9y,no,yes,no,telephone,may,mon,935,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
37,admin.,single,high.school,no,yes,yes,telephone,may,mon,56,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
60,blue-collar,married,unknown,unknown,yes,no,telephone,may,mon,5,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,services,married,high.school,no,no,no,telephone,may,mon,225,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,management,divorced,university.degree,no,yes,no,telephone,may,mon,125,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,admin.,married,high.school,no,yes,yes,telephone,may,mon,286,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
53,technician,divorced,professional.course,unknown,no,yes,telephone,may,mon,206,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,164,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,technician,single,professional.course,no,yes,no,telephone,may,mon,98,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
47,self-employed,married,professional.course,no,no,no,telephone,may,mon,446,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,blue-collar,divorced,high.school,no,no,yes,telephone,may,mon,742,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,admin.,married,university.degree,no,yes,no,telephone,may,mon,120,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,services,divorced,high.school,no,no,no,telephone,may,mon,122,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,unknown,married,unknown,unknown,no,no,telephone,may,mon,362,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,services,single,high.school,unknown,no,no,telephone,may,mon,357,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
50,blue-collar,divorced,high.school,unknown,no,yes,telephone,may,mon,200,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
59,retired,married,professional.course,unknown,no,no,telephone,may,mon,107,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,unknown,married,unknown,no,yes,no,telephone,may,mon,267,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,admin.,married,high.school,no,yes,no,telephone,may,mon,248,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,admin.,married,basic.6y,unknown,yes,no,telephone,may,mon,215,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,blue-collar,married,unknown,unknown,no,no,telephone,may,mon,209,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,housemaid,divorced,basic.4y,no,yes,yes,telephone,may,mon,205,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,admin.,married,university.degree,no,yes,no,telephone,may,mon,261,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,83,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,management,divorced,university.degree,no,yes,no,telephone,may,mon,106,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,admin.,single,university.degree,no,no,no,telephone,may,mon,106,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,admin.,married,high.school,no,no,no,telephone,may,mon,108,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
58,blue-collar,married,professional.course,unknown,yes,no,telephone,may,mon,214,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,management,married,university.degree,unknown,yes,no,telephone,may,mon,358,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,admin.,single,basic.9y,unknown,no,no,telephone,may,mon,453,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,admin.,divorced,high.school,no,no,no,telephone,may,mon,364,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,retired,married,basic.6y,no,no,no,telephone,may,mon,136,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,173,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,services,married,high.school,no,yes,no,telephone,may,mon,241,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,management,single,basic.9y,no,yes,no,telephone,may,mon,224,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
53,admin.,single,basic.6y,no,yes,yes,telephone,may,mon,148,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,technician,single,unknown,no,no,no,telephone,may,mon,230,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,services,married,basic.6y,unknown,no,no,telephone,may,mon,199,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,technician,married,professional.course,no,yes,yes,telephone,may,mon,196,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,housemaid,single,professional.course,no,no,no,telephone,may,mon,111,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
26,admin.,single,university.degree,no,yes,no,telephone,may,mon,231,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,admin.,married,high.school,no,no,no,telephone,may,mon,316,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,240,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,admin.,married,high.school,no,no,no,telephone,may,mon,669,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29,services,single,high.school,no,yes,no,telephone,may,mon,425,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,121,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,management,married,high.school,no,yes,no,telephone,may,mon,174,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
50,self-employed,single,university.degree,no,no,yes,telephone,may,mon,88,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,services,married,high.school,unknown,yes,no,telephone,may,mon,313,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,entrepreneur,married,high.school,no,yes,no,telephone,may,mon,135,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,technician,single,professional.course,unknown,yes,no,telephone,may,mon,152,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,blue-collar,single,high.school,no,yes,yes,telephone,may,mon,402,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
55,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,221,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,management,married,university.degree,unknown,no,no,telephone,may,mon,213,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,management,married,professional.course,unknown,yes,no,telephone,may,mon,144,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,services,single,high.school,no,yes,no,telephone,may,mon,158,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,admin.,married,basic.9y,no,no,no,telephone,may,mon,220,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,unknown,married,unknown,unknown,yes,no,telephone,may,mon,325,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
58,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,mon,254,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,technician,married,high.school,no,yes,no,telephone,may,mon,503,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
50,services,divorced,professional.course,no,no,no,telephone,may,mon,680,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,mon,421,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,entrepreneur,married,university.degree,no,yes,no,telephone,may,mon,130,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,164,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
48,blue-collar,married,basic.6y,unknown,no,no,telephone,may,mon,174,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
55,technician,married,professional.course,no,no,no,telephone,may,mon,113,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,management,married,university.degree,no,no,no,telephone,may,mon,195,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,services,married,high.school,no,yes,no,telephone,may,mon,347,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
53,admin.,married,university.degree,no,yes,no,telephone,may,mon,208,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,unemployed,single,university.degree,no,no,no,telephone,may,mon,404,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,blue-collar,single,high.school,no,no,no,telephone,may,mon,396,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,98,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,services,married,basic.4y,no,no,no,telephone,may,mon,229,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
58,entrepreneur,married,basic.4y,no,yes,no,telephone,may,mon,350,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,unemployed,divorced,high.school,unknown,no,no,telephone,may,tue,88,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,management,married,university.degree,no,yes,no,telephone,may,tue,379,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,technician,married,high.school,no,yes,no,telephone,may,tue,168,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,190,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,admin.,married,university.degree,no,yes,no,telephone,may,tue,158,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,technician,married,university.degree,no,no,no,telephone,may,tue,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,self-employed,married,high.school,no,yes,no,telephone,may,tue,102,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,admin.,divorced,basic.9y,no,no,no,telephone,may,tue,306,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,64,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,management,divorced,high.school,no,no,no,telephone,may,tue,218,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,77,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,54,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,admin.,single,high.school,no,yes,no,telephone,may,tue,344,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,195,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,services,married,high.school,no,no,no,telephone,may,tue,202,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,blue-collar,married,unknown,no,no,no,telephone,may,tue,286,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,technician,married,basic.6y,no,yes,no,telephone,may,tue,278,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,admin.,single,university.degree,no,no,no,telephone,may,tue,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,admin.,married,basic.9y,no,no,no,telephone,may,tue,83,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,admin.,married,university.degree,no,yes,yes,telephone,may,tue,18,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,blue-collar,single,unknown,no,no,no,telephone,may,tue,184,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,admin.,married,basic.9y,no,yes,no,telephone,may,tue,235,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,management,single,university.degree,no,no,no,telephone,may,tue,290,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,student,single,unknown,unknown,no,no,telephone,may,tue,133,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
59,management,married,basic.4y,unknown,yes,yes,telephone,may,tue,318,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
59,management,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,437,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,self-employed,married,university.degree,no,no,no,telephone,may,tue,402,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
48,housemaid,married,basic.6y,unknown,yes,yes,telephone,may,tue,501,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
28,unknown,single,unknown,unknown,yes,yes,telephone,may,tue,1201,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
44,services,married,high.school,no,yes,no,telephone,may,tue,1030,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
59,retired,unknown,university.degree,unknown,no,no,telephone,may,tue,253,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
50,management,married,high.school,unknown,no,no,telephone,may,tue,149,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,admin.,married,university.degree,no,no,no,telephone,may,tue,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,admin.,married,high.school,no,no,no,telephone,may,tue,69,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,admin.,married,basic.9y,no,no,no,telephone,may,tue,243,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,technician,married,professional.course,no,no,no,telephone,may,tue,769,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,services,married,high.school,unknown,no,no,telephone,may,tue,135,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,231,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,self-employed,married,university.degree,no,yes,yes,telephone,may,tue,442,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,199,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,services,single,high.school,no,no,no,telephone,may,tue,455,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
48,services,married,high.school,unknown,unknown,unknown,telephone,may,tue,152,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,unemployed,married,university.degree,unknown,yes,no,telephone,may,tue,424,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,43,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,154,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,services,divorced,basic.6y,no,no,no,telephone,may,tue,393,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,admin.,married,high.school,no,yes,no,telephone,may,tue,203,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,services,married,high.school,no,no,yes,telephone,may,tue,140,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,326,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,admin.,married,high.school,no,no,no,telephone,may,tue,483,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
55,technician,married,basic.4y,no,no,yes,telephone,may,tue,259,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,227,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,retired,unknown,basic.4y,no,no,no,telephone,may,tue,673,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,entrepreneur,married,basic.4y,unknown,yes,no,telephone,may,tue,576,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,tue,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,self-employed,single,basic.9y,unknown,yes,yes,telephone,may,tue,90,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
47,admin.,married,high.school,unknown,no,no,telephone,may,tue,505,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,services,married,high.school,no,yes,no,telephone,may,tue,245,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,technician,single,university.degree,no,yes,no,telephone,may,tue,186,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,208,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
